,caucasian_effect_size,caucasian_p_value
trillion,0.11732292144644536,0.43603144402432525
Magnetic,1.28585895418802,0.03414851374139316
tuning,-0.7930398620655008,0.8687961016022322
cough,-0.27669686340554656,0.6520053796051072
Banner,0.021262506596016733,0.4839432405147912
wellness,0.5106301209182135,0.23618823595111293
JPG,-0.20316254312483747,0.6131202790950331
propaganda,0.3508746905033347,0.3144902299386957
rookie,0.16547841599453175,0.40616354457212656
Lancaster,-0.05677575185138074,0.527247667615619
lion,-0.3351181552683435,0.6864822770595236
props,-0.9116683743637234,0.9046175886054278
Newspapers,0.0504107658538524,0.4703587318864849
shout,-0.7550320258346558,0.8529494952631016
scheduling,0.5793018160564652,0.2110497914712911
bondage,-1.5768872430253127,0.9867235150088384
noting,0.2873431290711663,0.3400107213179664
melt,-0.19559025832142185,0.6094470901567499
AOL,-0.7918201481178978,0.8730427974078014
au,-0.2275136202158961,0.6231841578564238
ladder,-0.00790652113299954,0.5063762002237945
HELP,-0.14272798243485313,0.577794962363181
SCHOOL,0.48781112503625756,0.24188639143327295
bookmark,-1.227800779761713,0.9572851084890698
abused,-0.6028334541776741,0.8000913943800205
stretching,0.26029726695910066,0.3581896114186427
Syracuse,0.23082783542685276,0.37149129911674494
Picks,0.07383183842448704,0.4611692624107082
Cove,-0.6041137408769163,0.7972409795229255
WHY,1.3109786087410564,0.032377338444869674
commercials,0.423756301219272,0.2780475339221491
tissues,-0.4484446232888319,0.7350531147921618
Welsh,1.0452703575910383,0.07241988273860123
progression,0.004178383856761947,0.49560295660289466
Ingredients,0.6533948552063992,0.1798287526445035
correspondence,-0.103446796668214,0.5581681373203778
yahoo,0.598028877282704,0.2014306572860194
flush,-1.2962035276377228,0.9657946978950274
Noise,-0.21972744268986813,0.6202994866668985
RM,0.11029658788276507,0.44496094224204685
chic,0.3637474820459731,0.2977000955243192
slices,0.003679527575229181,0.5017308435874634
peanut,-0.8317894351015048,0.8834580711477031
murdered,-0.18089731043556076,0.6070747396601286
Weddings,-0.4237228135206139,0.7340749869058503
amid,-0.7161222629737066,0.8456676986780178
nonetheless,0.20883897425874967,0.3832787076311792
Eva,-0.10375773951040564,0.5568557694545146
cared,-0.362527656690876,0.6986136227210324
Burn,-1.182997413893853,0.9524464883983188
poses,-1.220562341734211,0.9603885971789092
Speak,-1.019600912202856,0.9266511208008517
prompted,-0.33606159737016755,0.6833554224918674
Tiny,-1.1683880287377633,0.9498387335277341
airports,-0.2780036933451223,0.6467301328691926
partition,-0.29948817232883207,0.6618908594016214
Guarantee,-0.5110904584502843,0.7608693930147581
Carnival,0.6168297590107131,0.19426782429143474
comfortably,0.1299476915385854,0.42455554009283036
Cliff,-0.5265947117256119,0.7676705152508996
troubles,-0.7167429255786479,0.84458955786197
Fees,0.09790009222811018,0.4418357858629012
Sensor,0.41527929164817107,0.2789930302419539
Finder,-0.08997026060399406,0.5609025592963679
WHEN,0.7211687373024838,0.1528338328953307
Taste,0.43794821646222254,0.26970198665246614
knitting,0.5642945367565911,0.20993383748900474
Winning,0.9565153440220191,0.08532357264965262
rebuild,-0.10289698675947526,0.5529589605622178
Catch,-0.2994770348558933,0.6648255919464423
associates,0.4621791608553741,0.26402190810975945
whites,0.702184484637963,0.15989763906768872
Madonna,-0.0682002755483907,0.540150630439681
Structure,0.05115175632110655,0.4762950463591641
Taliban,0.3962726728264618,0.2887500580015826
fixes,-0.7972536157584856,0.8678756420500464
sensible,0.2959307386356938,0.3353623929180738
trio,-0.6766516240781125,0.8347567595552551
Disk,-1.1577421502308065,0.9498367334881106
Throw,-1.2101132546432782,0.956214688388933
attributed,-0.29017210451609204,0.6624324621226755
parenting,0.955746237283352,0.08644999896969296
Crawford,-0.5848730193243368,0.7978293477118124
incomplete,-0.7018629780830071,0.8355402642804185
XXX,-1.587327394723312,0.988350811901681
Fe,-0.3457106721159169,0.6858344821552427
Paid,-0.2863109260373231,0.6559668724377163
survivors,0.7299962468669782,0.15056158880421666
Practices,0.13641340833764096,0.424519380164762
Pt,-0.7649732817461421,0.8628973391997057
socket,-0.569170771381279,0.790472025993303
Buzz,0.32179869630951446,0.3217200663007993
intact,-0.08882916465035855,0.5572705387529617
orgasm,-0.008273188910061055,0.5057460086869139
beverage,0.6860521827178311,0.16192508113555237
3.3,-0.7598475044356905,0.8557084698237645
laughs,-0.9957536847068593,0.9182033899387961
En,-0.33151127365656174,0.6778812785597444
1954,-0.22419286389430854,0.6280380375086855
133,-0.13825667876018055,0.579025602652405
vampire,-0.2169692263830951,0.6144929552818272
minus,-0.3114446873871342,0.6725955252185843
tribe,0.11106914892111559,0.4376292403068911
dancers,0.46829979984829223,0.2544739980338657
ounces,0.3223926367455785,0.32554017300381133
Buildings,0.1642691434664897,0.4100622596397928
worrying,-0.04603086854048476,0.5228977306139947
privately,-0.0021823185681604253,0.4959290917989839
UC,0.8883787273350545,0.1008581564417802
patents,0.30876648468226053,0.33030070317405347
commander,0.3712786164178083,0.3019398998377917
advocacy,-0.026420091194114453,0.5084993344023012
filmed,-0.15531062294682757,0.5861656981165031
Calls,-0.6704231825125291,0.8293363332080945
Lives,-0.6233577128247546,0.803774663015016
considerations,0.06851939009907125,0.4617360395732375
enthusiasts,0.6040327143180456,0.19294862491234732
politician,0.8926927721570953,0.10364274057206657
reforms,0.21512463063518097,0.3777687934779089
tapes,-0.556346866957551,0.7854501397129905
Optional,0.19918762692805422,0.38744559082001995
sneak,-0.3204206594781161,0.6789673991594143
iconic,0.8767288045987157,0.10381405992636483
Twins,-0.5342987004900873,0.7784561886360635
Waters,-0.07057184518852332,0.5369150387119241
Pavilion,-0.38649348746044676,0.7084136195683111
sur,-0.12351809270898753,0.570156334398161
wired,0.011106236539351982,0.495952770571219
cleanup,0.09823974392266835,0.4510511864322778
Marble,-0.26235218049415343,0.638617624178782
Reception,0.25308437564453035,0.3603338552345198
gentleman,0.06642483147147539,0.4637136040026396
Walnut,-0.6720089124517646,0.8335646260585711
predictions,0.4814508661368699,0.2460559174823025
Nazi,0.4670738527134083,0.2537713468467673
Gel,0.34656440421781776,0.3078953025115445
Makeup,-1.2193381593477386,0.9567210846112554
Sponsor,0.22167027369874218,0.38509150839299233
horizon,-0.684197082347564,0.8343971883704906
Heath,-0.6032104055383987,0.8067191782407523
Adults,0.3543496876977545,0.31176280173866733
closes,-0.1391119489182978,0.5701394945023961
dumped,-0.41992485316688133,0.7252602341141927
polymer,0.619728751973857,0.1941664214461014
Upload,-1.079289331417147,0.9378989415291337
revenge,-1.0246302562053098,0.9245340005005482
550,0.4546726690373076,0.2588260340509102
Warehouse,-0.13356595563617615,0.575981727371512
lengths,-0.4842895350484874,0.7500798091228087
Conversion,-0.2730968293787001,0.656147359657067
advisory,-0.16663640800224583,0.5924232357366073
Hardy,-1.0989121921996214,0.9402966898371067
¿,0.2783984387849723,0.3460050129023343
Symposium,0.44173528856337485,0.26668530285230196
Sub,-0.03332822857885594,0.5217935977762471
Married,-0.22866375084609822,0.6316890641590355
Debbie,-0.5374866502334362,0.7750207470796977
coloring,-0.09574796918351142,0.5524862393335284
bore,-1.5871099770222366,0.9870650989017249
Offering,0.4663797660052255,0.25106774731084214
inherent,-0.8565567405596037,0.8868605894614656
Specialty,-0.2740503982125314,0.6498648123466723
Smooth,-0.8995153980518941,0.8958367408002975
Legislature,-0.0038226449292847004,0.49907003422399887
catches,0.26770736786626065,0.35648865899621995
Reasons,-0.09064669387878785,0.5590138090727018
4.2,-0.08293208515707613,0.5456071183980731
Grow,-0.3954522652337935,0.7111191359151554
155,0.2778343815075528,0.34897168795714095
Democracy,0.4373120201699385,0.270249603904927
theres,0.20795110956053037,0.38594732212213523
membrane,-0.33854435214201933,0.6845623012333457
Murder,-0.44576280496703435,0.7316283179446436
editions,-0.2298782535751795,0.6281441608095479
Passion,-0.33724225928312107,0.6834731261124765
Andre,-0.3822461408395862,0.7112018730990745
Specs,-0.15887356142985576,0.5922251896307835
Hmm,-0.11996078137000044,0.5724688224871177
digging,-0.5856020094124255,0.7981903848728187
textbooks,0.14052551071449376,0.4121532732925901
Tie,-0.058025349198981946,0.5361991007463176
Johns,-0.21669358334046052,0.6193982256886403
hype,-0.250380612273001,0.6373529896715421
Rapid,-0.8988519127763248,0.8999593074304996
indie,0.544311661135149,0.21748434591247756
carved,-0.5142894599669359,0.7681677643207963
Policies,0.6086141531343993,0.1963940836254393
Stones,-0.6283752215504536,0.8128640418256063
louis,0.5983178911358603,0.19869660835923664
Tweets,-0.1585589023877129,0.5820620972027526
metabolism,0.26760804495566065,0.35105232000863196
rim,-0.10762506905652752,0.5631275233438868
hug,-0.8709697529125258,0.888538610455446
Medal,-0.21923917947870064,0.6177860720316888
quiz,0.3595637880421245,0.3039315186011271
troubled,-0.6353632003770088,0.8144552263153815
Guns,0.5480320183979523,0.21857926822963958
destroying,-0.44513600476752185,0.72969823231433
traders,0.3899892649639847,0.2890919380616951
Barn,-1.1568316906513538,0.9473603142617963
belonging,0.06261546425184071,0.46432482176190615
Horny,-1.2753912663710707,0.964791440030202
Seasons,-0.005545784017941705,0.5037094779172182
Gym,0.714200584083294,0.15583890374100573
playlist,0.6724687185031654,0.17010594444151828
SYSTEM,0.17095787949225627,0.39639938975487
Intro,-0.9428919399151626,0.9082312917115646
480,0.5716636823710398,0.2047810295651965
M.D.,-0.7105844359375313,0.8382715370205351
lodging,0.31657243162803106,0.32790674833989586
Wrestling,0.5055571768477722,0.2414226267293026
arising,0.631536178724996,0.18184130535471443
ginger,0.07384720296136943,0.4598195681552093
Sisters,-1.2997276493422403,0.9676960200544262
insisted,-0.14206474410208703,0.585654485020439
Specific,0.41177471972085944,0.2774563118359148
Spiritual,0.25997749526508057,0.35791746389535506
honesty,-1.162210121144421,0.95078298725514
absent,-0.617605301534961,0.8088029846711784
honour,-0.4057273151500644,0.7153129028258612
calculation,0.021224893816838786,0.49160544825977315
Bingo,0.6002525805854358,0.20166528005006468
blinds,-0.6356446137421629,0.8220557321837048
Font,-0.9732306808384008,0.9157242416904241
fashionable,0.0881708833520827,0.44926477357717165
UPC,0.2837773961282288,0.3462226484936648
Pleasant,-0.2765977170226984,0.6495617626539285
metallic,0.30049610161702095,0.33735963519806844
Claims,0.20669955751459207,0.38465090260158574
similarly,0.25323529840076237,0.35413763603982473
Seeing,0.4877960943827862,0.24838877398386205
Min,0.3123753681742051,0.33238077411742784
Costs,0.1679162707838253,0.40569017901650306
unprecedented,-0.2293097490311103,0.6261730512877937
duplicate,-0.1643956888015144,0.5928193485659083
Fact,0.2398775804572298,0.36425639510879393
removable,-0.07007878620019764,0.5337970448881119
CAD,0.5568375469335602,0.21992005291983652
sq.,0.1095630619406449,0.4346184334772647
jewellery,-0.6174149459575327,0.806770514936163
Managers,0.9723837711155777,0.08811662197791548
kb,-1.0327865418171978,0.9295697094896846
DR,-0.6091016538401555,0.8106643877903301
Input,-0.20236306882509966,0.6096971812905135
exports,0.6469963120641709,0.17748716056389524
Mass.,-0.06251479998702059,0.5325935858251586
LinkedIn,0.6867728840994332,0.16424467238073015
insured,0.4113615021190916,0.28962688461145414
well-being,0.9912245824292025,0.07879212332414687
dense,-0.46578676806146896,0.7455036274690627
Carey,-0.10234069576318086,0.5536137635918366
torque,-0.2095752015824196,0.6206029740823555
Greene,-0.7217004554090706,0.8474072104185405
1950s,0.6718622654207491,0.16858849309676338
tramadol,-0.5683586815839329,0.7956518969829728
leap,-0.2171288423068177,0.6191711612857561
Folk,0.18315154804421727,0.3941833894825095
AI,-0.13895004700369334,0.5695239667755905
mileage,0.6567886546666747,0.1734941164897008
Trainer,0.5911593991403206,0.20247092531052768
Allow,-1.4287483625346884,0.9788301770684721
Dj,-0.6711376756034091,0.8303336736060887
lacks,-0.6563049636324711,0.8244641495610308
roasted,0.03285094378244134,0.47731873432434446
recognised,0.28997359893749786,0.3456635444287589
recruit,-0.25786147225379824,0.6341912223628945
Legends,-0.5103480882602804,0.7689106463654508
Swim,-0.4785313995968166,0.7453557382462555
Naturally,0.17874553319683753,0.39512190236600664
definite,0.0029304431116879757,0.49591477571141573
Jackets,0.19905230863061596,0.3927933212923843
cult,-0.100079882605259,0.5546609732545088
Generic,1.204237384423348,0.04416068600085177
Concept,0.22335593216384966,0.3692597656286897
subsidiary,0.9372819355037794,0.09101818103652848
Bench,0.1800419180050678,0.4065860816553325
Suspension,0.5804513241765265,0.21058905148458074
Console,-0.7892966636187401,0.8705309609548235
SAVE,-0.4031800955482206,0.7149244147787589
rug,-1.1808204563420874,0.9532314582099035
optimistic,0.729972074916669,0.1514516382390534
Regulation,0.3783903121909462,0.2936455156035269
Led,-0.754041549440175,0.8588147624479237
excluding,-0.06964378377309642,0.5399713858157941
electrode,0.08223575339684822,0.45840159641747913
Rodriguez,-0.10634768891491177,0.5564600334822944
cruel,-1.03634796832134,0.9310028671727258
surge,-0.6488181254765883,0.8213875155290813
projection,0.8321116608400201,0.11995444118548448
Styles,0.2643046805326966,0.34846838186588214
responsive,-0.3556182146936075,0.6912768359241288
accountability,0.16520948032797714,0.4042882756470063
Clare,-0.4735802669520199,0.7480652504630474
deputy,-0.2261229104193727,0.6253798647791249
Compensation,0.36680846530035593,0.3044780365382117
civilization,0.5932506346849225,0.2066576394784888
drying,-0.6649951325312485,0.8255519955685866
vegas,0.8797990987367007,0.10455725275797256
Babies,-0.6196183499101158,0.8070194942424765
lightning,0.02441400326115573,0.48384354756429215
aesthetic,0.7254593541061756,0.15408115353268625
Terminal,-0.9559637037966007,0.9119277368404639
towers,0.0791017911230353,0.46026840641919187
Giveaway,-0.12482307634764762,0.5658465921901863
Resident,0.36304896619727334,0.3073917304757535
scholarships,0.35563765853683815,0.30313164386382563
136,-0.34771171678548385,0.6885173803630192
ego,-0.900997766476463,0.8993437582326007
Hear,-0.13210887274686234,0.5695758652408216
relay,0.13027473846645007,0.43516005209996844
Syndrome,-0.9789455137810461,0.9197127607266279
Rosa,-0.4670083612155865,0.7435981636467113
Split,0.11605823666280632,0.44146088268106654
Seed,-1.0196684683385548,0.9265234902823182
Chapters,-0.4464082075963182,0.7346200128890944
HS,0.4656686183515967,0.25447759311280216
prediction,0.40864997586399904,0.2828305707301281
mentions,-0.37866070507886074,0.7037734259714906
captures,0.06554964106120167,0.4532108103134088
Rocks,0.37775244324424756,0.30294243961236134
Palestinians,0.6493013245602837,0.18142012185945877
folding,0.4531477698828053,0.2640056851427638
encouragement,-0.7201639786441574,0.8468490481890263
pathetic,-0.2896144676176739,0.6539240255261541
tens,0.4556075054475649,0.2542031096700875
Accident,-0.4133689086590978,0.724905470249638
FCC,1.1354196749262158,0.05522185375077726
glucose,0.09054779412565142,0.4500353153518335
HUGE,-0.2857406510726056,0.6574248408978189
perspectives,0.24456356556856904,0.3731947241993375
devastating,-0.329654451421195,0.687793426206148
forty,0.02626247485761085,0.4834666938620539
Basics,0.5642295262780982,0.21262652937566784
mandate,0.4246285628708877,0.27425046435882483
slavery,-0.811610405234378,0.8772488909523739
NATO,0.8620301109281759,0.11341436171163033
performer,0.31078671621695986,0.3326497680397257
mankind,-0.41711802658435143,0.7222205052809596
stumbled,0.16493089471712524,0.40791525729253497
energetic,0.6231888126453424,0.1889400528473988
Lose,-0.10608365701383278,0.5549877663163605
tournaments,0.5856266409790579,0.20481547910966014
crude,-0.5485246846033882,0.7805054133942831
Authentic,0.7527176681706667,0.1419842582647548
Grande,-0.5375939757221896,0.7729167371563397
sail,0.2523791288661743,0.36134033976218927
forthcoming,0.7986709313482127,0.13140477071283696
Lightning,-0.3430858040839982,0.6880445130654622
Apollo,-1.0932031491182865,0.9388169025460316
Chi,-0.7300881696588216,0.8493565333966668
Practical,0.31704783553803095,0.32282159045853276
positively,0.15246015149470457,0.41645678392577645
Pipe,-0.2110952187287452,0.6164813966339777
Webster,-0.7500590112948501,0.8538938991566333
134,0.16583374885037197,0.40824933818635334
330,0.5406580890622948,0.23315220205415632
Fellowship,-0.4806017659475061,0.7547914096877911
vegan,0.5178330382021065,0.23004408996356385
proving,0.7254292230939056,0.15372798421544864
doubles,0.1286351355546091,0.42828568889499696
rub,-1.6858167681690055,0.9919331113461414
Shoot,-0.5623656675226473,0.7862940312798228
tightly,-0.6072247284129884,0.8028839135665334
intuitive,0.16124264908439723,0.4124607928633762
Ninja,0.1951275088322897,0.39224214606875585
vocabulary,0.37205792250301023,0.30159492136791
Joyce,0.21785682576720555,0.38310981558053714
conservatives,1.0182396369835691,0.07290080079040762
binary,0.08668980104233732,0.4499911835745548
slipped,-0.7200525985824722,0.8445537416086488
Builder,0.22599058427888824,0.37478721335506116
Upcoming,0.006357405985513284,0.5064278840667615
UCLA,1.1146731594764765,0.05613158485585601
Buddha,-1.1619505988724323,0.9498252380108527
dignity,-1.189765470875944,0.9548121857582601
declaration,0.4046665904631144,0.29083715144493216
tweet,0.34102882142936597,0.3152255121625045
practiced,0.5023284464276193,0.23912025782469115
diary,-1.148941543208322,0.9443451651925856
Maggie,-1.0914384862388202,0.9388807408218882
appropriately,0.04789623873655184,0.4713328376923307
monsters,-0.9496124736594272,0.908886576283872
Talks,-0.6743926612842278,0.8286728274665633
Sleeping,-0.5299496519609814,0.7691911506197735
280,0.5135904909371474,0.24237131099045184
Surrey,-0.10964010937130587,0.5632193474765226
hr,-0.6084988237242897,0.8070522462955813
prone,-1.052152272352132,0.9338597832473966
comprise,-0.3300807027929473,0.6807179622940244
aliens,0.12226913855976315,0.4322621833044962
assisting,0.44625031259186504,0.26048365237880833
Emperor,-0.7199271744455727,0.8439234695655133
activist,0.5147508282917236,0.2347936901666986
RBI,-0.8006249755515538,0.8734638258726779
Typically,0.6547251493206451,0.1763309690151209
accompanying,-0.08675410242650691,0.5494674943007745
regulated,0.08719221866630679,0.44721538722452214
HIS,0.4828025910157806,0.2394134491739649
Universities,0.7101268787516386,0.15574566907364007
Lance,-0.35760018853836645,0.6960486538772068
blacks,-0.7479264726820231,0.8527964495900919
cans,0.4287989628078622,0.2762648368216474
Scripture,-0.8559859845171166,0.891638450690585
teachings,-0.08615896655549535,0.5474382335685803
Coaching,0.5851703958507797,0.19959941119966673
civilians,0.5415233418533842,0.22151934240515847
LOS,0.5858429011472415,0.20263924115590737
Auckland,-0.14192997798184717,0.5863352693457939
auctions,-0.14923419919100017,0.5875097496646833
Sent,-0.16764878539735692,0.5947527788061078
surprises,-0.34045424238163036,0.6862332080166842
Metallic,1.0992886843063787,0.05975327250188711
Norwegian,1.098623993856382,0.06282172272323239
PLUS,0.296309240843431,0.34345996903938003
Carson,-0.3305178219154129,0.6781346358301971
darker,-0.5799219529213487,0.792259106957474
Mai,0.3209123217111734,0.32241191842844796
Singer,0.3114225850218903,0.3290971341360186
Nursery,0.34824525788137556,0.30863482429972333
1:30,-0.6867133662803371,0.8311741678047218
mentor,-0.7176523218847158,0.8452239319612034
comparisons,0.4223341512501975,0.27603258511810225
accredited,0.2164627200704895,0.3786348571659447
Recruitment,0.4543657770224959,0.26526169650034415
1080p,-0.10221399368089312,0.558400721707877
Stocks,0.2706002329321666,0.3547751282894085
Signal,-0.9653454604680825,0.918573991927699
vacations,0.8169887600752773,0.12452884584680501
1953,-0.07085869072941477,0.5367447279440056
exhausted,-0.41857331416556204,0.7277106919935972
1944,0.09582950291725569,0.4487022031127388
recipients,0.5072194899284975,0.23751673922820693
Premiere,-0.401739343932101,0.7141640008779983
Sage,-1.041332922400549,0.9255367086688714
champions,0.6885084110940031,0.16111419452446352
:5,0.24283017904753412,0.3637705136958074
isolation,0.15478198095343063,0.4148292725245314
expressing,0.31471998631348563,0.32989753006465805
Attractions,0.28936665447057786,0.34483662703928053
debris,-1.6112515112112866,0.9882960587634476
starters,0.45703807646619116,0.25733884789925654
Draw,-0.9459654617712395,0.9112303020162484
creamy,-1.3088023047356259,0.9682548975940521
Brunswick,-0.5716598938386304,0.791181842451725
gateway,-0.9001443234270896,0.89540439553447
Knowing,0.30987664510487806,0.3288741779139249
Qty,-0.937889258890796,0.9056368341931602
detector,-0.5451881955101546,0.7792461625765376
attendees,0.19468926558201138,0.3901249886104312
freezer,0.4973241393666847,0.23088475737358705
138,-0.06062809425902694,0.5349228675226639
popped,-0.33355247497501384,0.6809600705180321
:2,0.13284590401126375,0.4262936284878035
tornado,-0.6839763514327303,0.8374347063447578
Moss,-0.3720768795811425,0.7053006611757262
Charge,-0.5316862913384746,0.7749147293588061
halfway,-1.0517558546073766,0.928478332884655
False,-0.11313910861682312,0.5640045188690208
processors,0.892605518482038,0.10429661851961425
Prophet,-0.21456581192726548,0.6193383076988961
warnings,-0.49276792622313215,0.7583809830893883
ah,0.0640478610209508,0.46497233570566
blows,-1.1777544694167204,0.9484427847809879
MM,-0.395196761696899,0.7178387301697484
til,0.42137587418795314,0.2865722598629701
quarterly,0.2711299447734217,0.3523715351526545
Rider,-0.3047673888664925,0.6689008490633757
retro,-0.41789297274704734,0.7206652235916109
sleek,-0.18675995787928137,0.6021930494030314
fusion,-0.8385652363357514,0.8758155763259537
foil,0.03805999737346593,0.47922582170746586
hentai,-0.3547121266320184,0.6863657556442722
merit,-0.3374427589163592,0.685315118572033
payable,0.05307527911840557,0.47535069957721476
Cave,-1.0419063447130426,0.9307054419222242
Bills,0.3743066280032802,0.30041357303998895
kilometers,0.05257540996940401,0.4664707226887328
Advantage,-0.5233666459970141,0.7695185584297417
Proof,-0.5181917977277976,0.7712675371884674
beginner,0.37299493875157014,0.29271932137895207
Utilities,-0.32382572322465125,0.6757652215713614
Orthodox,1.1687707695948109,0.04760094978367213
Allison,-0.8132552703286737,0.8723247954326268
Starbucks,-0.0505872653412438,0.527328859057821
Sessions,-0.3292941867885786,0.6719631466913176
Fairy,-0.9913500383659815,0.9211900666936661
justified,-0.05680958401635775,0.537873700556122
TD,-0.5842707562912972,0.7940396595874439
Advisor,-0.4165064000345923,0.7295643676402515
Burke,-0.41161776075858747,0.7179281855177956
clinics,0.05002864167384624,0.47016925155296374
elevator,-0.4899888579580567,0.7558605432964741
contests,0.6365140031342613,0.18444006195717644
constraints,-0.3890376075363995,0.7092468975454577
Abbey,-1.013157702316006,0.9224888683981718
aviation,0.33274497767546474,0.32113535488685974
railroad,0.8017218385707134,0.1304300873010611
tribal,0.22847166090899884,0.37135870671298266
ASIN,0.3615337797292184,0.3046970195296762
boutique,-0.7442808603116999,0.8522975183338051
VS,1.2271786200255137,0.04120854303455235
DD,-0.8096212151945266,0.8728219524840495
gown,-1.1569601135783978,0.9496001401827202
buys,0.14079217543797232,0.4207022821798181
:30,-0.5468645987816259,0.7811576488204159
Catalogue,0.5822227689148973,0.20585732286919955
CAR,-0.05026681782121024,0.5311893251198081
adore,-1.100011875966483,0.9388740876489731
Dust,-0.7076663472489257,0.8447033202707349
Approved,0.07239573871212472,0.46099867379593307
Pre,0.23069241672431678,0.38003324317933485
nursery,0.09310713559548324,0.44498185959116343
magnitude,-0.14162468204184847,0.5845747730795756
analyses,0.2048247736821591,0.3866673782593586
Cheats,0.03252656773446368,0.48150756244025616
Wellington,-0.049363457331481245,0.5287910178534707
questioning,0.6051782486935858,0.19879429024652684
investigators,0.5590872984846174,0.2194403096587818
Lineup,0.6158275146047059,0.1934085668506782
HOUSE,-0.39922192185569927,0.7164856069666794
convincing,0.3804282021508657,0.2987816780770651
Nylon,-1.4279375847034308,0.9792726186170604
liner,-0.018395771394660324,0.5043190933334192
juicy,-0.2730197288946272,0.6495715747325133
obsessed,-0.24274045177663486,0.6441926827951064
cocks,-0.18150547855477173,0.6035592877705223
Prague,0.47351798412496576,0.24143979964140672
priests,0.6535876512679893,0.17920337415764442
toddler,0.8230302475678773,0.12153434754419301
Regarding,1.153123678726685,0.05004862117985409
Totally,-0.8050278955382099,0.8724324432268513
1947,-0.34725334024657745,0.6850412279026907
creepy,-0.768197180486348,0.8618974879963051
inclined,0.07578684628654904,0.4596998182806472
catalogue,-0.0499630896761839,0.5319863011876138
Languages,1.0281168470336968,0.07217538627350117
divisions,0.6087371123103504,0.19445550741102635
Outstanding,0.5238277548320339,0.23442487956034697
PowerPoint,0.26861511256218357,0.34465993272339146
LSU,0.6022641002464245,0.1937447920901656
damaging,-0.6038866679804531,0.8070176692215127
likelihood,-0.7375277701061556,0.8505881313220804
cloudy,-0.6473621690592186,0.8222301138839314
Laundry,-1.534680999917574,0.985876159807396
Jen,-0.2882573552945461,0.6580559197831737
traits,-0.5028573064857549,0.759008090744802
Inner,-0.9520043211587682,0.9102493683211923
Known,-0.1813644113833391,0.6009978247050467
stud,0.011732225424343202,0.4905480653419291
Insider,0.9571745942821408,0.08683912406555172
Inspection,0.20827479959692471,0.38212309641441844
Thousands,1.0044641316055423,0.07825568757719015
foremost,-0.17266748582866182,0.6024925337899029
shemale,0.233868379613825,0.37445762881299005
Shepherd,-0.2177572668703526,0.6144821784869855
Jacobs,-1.1929652270354467,0.9553297669926692
singers,0.7200109522003736,0.157517606120527
Sheffield,-0.47158396911479766,0.7372699084200344
eleven,-0.18767927378812202,0.6050803943084913
communicating,0.4578821255083327,0.260608283505237
notices,0.03222314175909162,0.49115071547801714
Colombia,0.6333367046562178,0.18804592859862057
Purpose,-0.25319109058696987,0.6326512011733444
Lowest,-0.7614002366775481,0.8614316389462201
Rabbit,-0.9459247625049854,0.9075448159345654
enhancing,-0.15559640839853478,0.5951899952710871
Mean,-0.1437588796847282,0.5775229719994108
OVER,0.4329651733459829,0.27209747633037074
celebrates,0.3965204342510972,0.28911770387016167
dysfunction,-0.7242466865840369,0.8468451572617648
third-party,0.7520618884467113,0.142435038502585
xbox,0.4508514022497805,0.266671696307601
Bicycle,0.8875880095911832,0.10836859495923612
rabbit,-0.6249868316381998,0.8169532449620456
GAME,-0.2965508499475584,0.6663224201298416
calculations,0.11625907159236397,0.43559415233059906
Erik,0.48213076892932033,0.25133739195485627
192,-0.21703391434135788,0.6205332444293195
competitions,0.8093091641868063,0.12931449223135627
fl,0.14877821607056077,0.408322767121471
curves,-0.500074711517652,0.7601807907257143
Westminster,0.3469081289852657,0.3092999013803063
Leg,-0.04884639166669914,0.5315611252006986
enrollment,0.3011785046906136,0.33240404789474354
preservation,0.004354336042520155,0.49994333843817695
shook,0.4969355701583249,0.24408237164673785
spill,-0.7271603186511605,0.8481332852617026
yearly,-0.2545058370792477,0.6488154459076425
sooo,0.7363968752053578,0.14681530311617796
persistent,-0.28968253558572776,0.6596686664302488
Manning,0.7404604304234967,0.14567497748102398
fonts,-1.1965962399286432,0.9535695644939304
entertain,-0.4365287712022762,0.7279236266263363
allergic,0.32111874547451236,0.32026660899710624
AV,0.5081082543885284,0.23140376655930628
shoppers,0.7486676057027791,0.14031725927405625
2500,0.07682137073860024,0.45795608946228183
1942,0.7018461984299917,0.1612575402679418
colleague,0.8514334483283879,0.11237020638615247
announcements,0.252369789712901,0.3639851469696619
Cure,-0.46086694995105576,0.7466904641355671
4000,0.12796936254814067,0.4378973830677072
Volvo,1.3994868912091745,0.02317554509652575
chords,-0.7903403988007989,0.8676718363744205
inhabitants,0.5061098115998954,0.2342308203873602
Imaging,0.24994866241598016,0.3657921342917114
exquisite,-0.8324233779850514,0.879082926994103
Nexus,0.35227917338934556,0.3111320448430598
Progressive,1.037292912068327,0.07150266277631989
ITS,0.0780251490304055,0.4559725444904664
Kristen,0.5555622479970549,0.21781853235569604
nest,-0.5278600025323181,0.7743450461179999
207,-0.8011327729037169,0.872007736733806
browsers,0.41182805921478655,0.28334923957252833
Spears,-0.005589888425811541,0.5014453057633732
Facial,-0.8113019970203514,0.8779203808057183
raid,0.8290011087891125,0.12234909414399198
Goal,0.963409566756017,0.08736850931895901
ISP,-0.16712094183121276,0.5943785416912382
HI,-0.462684416742209,0.7449359023409168
gut,-0.5827250596091217,0.8007594480647929
1939,0.7067397166829437,0.1601512676773782
